group,names,scores,logfoldchanges,pvals,pvals_adj
6,PARP15,20.202892,1.3514076,9.232963731295669e-91,4.1447418350046583e-88
6,RBBP8,20.156609,1.9689704,2.354839036568933e-90,1.0330785891565934e-87
6,CD82,20.123919,1.5949281,4.556028834747323e-90,1.976292687575901e-87
6,LYN,20.11033,1.85739,5.99226196972889e-90,2.570414062259484e-87
6,FOSB,20.100822,1.0383677,7.2579675032795444e-90,3.0791328948528583e-87
6,HSPH1,20.074532,1.1350558,1.2323726544165116e-89,5.171410727869983e-87
6,BLK,20.055916,1.3998488,1.7921269189125114e-89,7.43944643349854e-87
6,CYBA,19.96852,1.0018686,1.0347490102056463e-88,4.249736200850977e-86
6,CR2,19.854548,1.8374783,1.0066611484323989e-87,4.090858978566441e-85
6,SMAD3,19.81676,1.3224208,2.134216924135748e-87,8.582664434706738e-85
6,LPCAT1,19.787842,1.7465924,3.7891865643915166e-87,1.5080962526278236e-84
6,TAMALIN,19.719412,1.1811844,1.4692712973321883e-86,5.745745858725963e-84
6,LY9,19.67708,1.5879228,3.389818504554929e-86,1.308673331868476e-83
6,JUND,19.519655,0.725004,7.474150130543205e-85,2.828892548428931e-82
6,LY86,19.44763,1.4046943,3.052198226282306e-84,1.1440113079985893e-81
6,HSPA1B,19.406116,1.4934516,6.851287817120391e-84,2.51905540445476e-81
6,NAPSB,19.380596,1.5733215,1.1253467113697135e-83,4.09859765463577e-81
6,P2RX5,19.352686,1.4283539,1.9348869927851042e-83,6.981144602192685e-81
6,SAMSN1,19.316074,1.6316642,3.934567241757389e-83,1.4064620642156091e-80
6,SYNGR2,19.280489,1.2894417,7.833116826534603e-83,2.7491391655017717e-80
6,BACH1,19.267616,1.2257028,1.0045928707642558e-82,3.493992105290528e-80
6,HLA-DQA1,19.234941,1.9958525,1.8875880056985604e-82,6.506448441785592e-80
6,CD79A,19.157337,1.6277153,8.40648530007099e-82,2.846848872759129e-79
6,HLA-DRA,19.152723,2.3559341,9.185629082259297e-82,3.083655620432195e-79
6,RAPGEF1,19.113571,1.30331,1.9467756470648206e-81,6.479070744015902e-79
6,AHNAK,19.077652,1.3748257,3.8727324480366416e-81,1.277869306742757e-78
7,TIGIT,32.06488,5.0652485,1.3618058403746447e-225,5.257387627350353e-221
7,TBC1D4,31.740261,3.2718906,4.3268466698267495e-221,8.352112126766575e-217
7,ICA1,29.795216,6.076345,4.505871463888996e-195,4.3488418433724644e-191
7,CTLA4,29.105106,5.6249766,3.0936648247922204e-186,2.3886804845185694e-182
7,FYN,29.088894,2.5236425,4.961204774647261e-186,3.192204525500536e-182
7,STAM,29.040941,2.9768846,2.0025713474334743e-185,1.1044467062716672e-181
7,TOX,28.89099,4.42089,1.5494502954500404e-183,7.4772597632680325e-180
7,PRKCH,28.707808,2.6426678,3.0483814014001555e-181,1.3076201375828268e-177
7,ETS1,28.271116,1.7201954,7.83092358828692e-176,3.0232063604940487e-172
7,ATXN1,28.260027,2.6735294,1.0718018049360332e-175,3.7616345892145905e-172
7,PHACTR2,27.812487,3.3257444,3.0638870743142543e-170,9.857035365914675e-167
7,CD3D,27.416553,2.5004866,1.7412252475933682e-165,5.170903223737659e-162
7,LDLRAD4,27.132177,2.334912,4.1098136304884745e-162,1.057756433457587e-158
7,SYNE2,26.876732,2.2671275,4.109173046771724e-159,9.914920915229323e-156
7,IKZF2,26.760141,3.6696136,9.410054272222978e-158,2.1369679719614135e-154
7,RNF19A,26.734451,2.3941436,1.8725255001606002e-157,4.016151081066674e-154
7,GLCCI1,26.590595,2.5720103,8.720283992868057e-156,1.7718699148877062e-152
7,IL6ST,26.58111,1.9532839,1.1225329307494651e-155,2.166825316225693e-152
7,SLA,26.546553,2.8567421,2.8146966737080902e-155,5.174484751674977e-152
7,FYB1,26.361622,2.6778166,3.7765401732684517e-153,6.627141360418266e-150
7,SRGN,26.288162,2.1254764,2.6191866077184767e-152,4.396361659894761e-149
7,IPCEF1,25.887814,2.5351872,9.135062774504158e-148,1.4106729338900302e-144
7,TIAM1,25.76677,3.0717132,2.0914629362274433e-146,3.105500696769103e-143
7,CD2,25.737537,2.6152294,4.444872886733161e-146,6.355509728341497e-143
7,ICOS,25.491577,3.140043,2.4442528645072076e-143,3.3701009316844735e-140
7,CD247,25.40295,2.3108687,2.339482488708844e-142,3.1144158951411595e-139
7,DGKH,25.349619,3.6400728,9.073614793056269e-142,1.1676532423357676e-138
7,TNIK,25.298744,2.4205074,3.2974834491119554e-141,4.10653696891665e-138
7,CBLB,25.11117,2.4043806,3.755457003564354e-139,4.393429487260771e-136
7,ITK,24.59713,2.3172574,1.3557353394220713e-133,1.5393976033449556e-130
7,CD3E,24.34405,2.1350503,6.702603046799868e-131,7.393162663564448e-128
7,ZNF831,24.261322,2.1869855,5.021897351709669e-130,5.385426921113985e-127
7,GPRIN3,24.251612,2.5809321,6.358294460820006e-130,6.634278809578842e-127
7,NAP1L4,24.024696,1.6057454,1.5352456743113587e-127,1.5597288026964292e-124
7,TSPAN5,24.021141,2.8060455,1.6724026080406505e-127,1.6555070534876245e-124
7,CD28,23.886385,2.388701,4.24262641459006e-126,3.994898423455216e-123
7,PYHIN1,23.745829,3.3891687,1.2133678698958547e-124,1.1153161901237945e-121
7,CD27,23.717531,2.4826756,2.377653633490343e-124,2.0861749130574587e-121
7,BATF,23.70694,3.7410686,3.0579006708488435e-124,2.6234069621953435e-121
7,HNRNPLL,23.488672,3.3699238,5.324870059688807e-122,4.3738709260499164e-119
7,ABCC1,23.3559,1.9481196,1.200500997123174e-120,9.458477856109644e-118
7,BICDL1,23.32373,2.2810786,2.547033272839373e-120,1.9666153306247366e-117
7,IQGAP2,23.218958,2.041149,2.9299888438022654e-119,2.217944103996672e-116
7,WNK1,23.179218,1.3994802,7.379046231850808e-119,5.478374208208314e-116
7,TRAC,22.850801,2.1626134,1.4348214633247837e-115,1.0257910632058631e-112
7,ITM2A,22.846725,2.4489007,1.575139228587308e-115,1.1056331828880293e-112
7,PTPRJ,22.677767,2.4086182,7.42629998249779e-114,4.85931757837813e-111
7,FAS,22.444298,2.9752169,1.4548411613411737e-111,8.915174265831325e-109
7,PTPRC,22.31205,1.011218,2.8225427978311744e-110,1.6764167269703128e-107
7,CD3G,21.649748,2.1483283,6.111436378047728e-104,3.188352875823116e-101
7,B2M,21.643103,0.63148165,7.058991392083978e-104,3.6335922891039205e-101
7,CASK,21.553965,1.9000853,4.860274614489542e-103,2.405586689320298e-100
7,CNOT6L,21.255983,1.5353357,2.9022076787242146e-100,1.400532870560338e-97
7,FKBP5,21.18821,1.732953,1.2267353649899925e-99,5.846832777876994e-97
7,ZBTB38,21.105099,1.9841053,7.140675872607918e-99,3.3618650333890396e-96
7,TOX2,21.01339,6.5602574,4.94736654697203e-98,2.2617008478838553e-95
7,STAT5B,20.922081,1.8470218,3.370762759965199e-97,1.4787689444456417e-94
7,GK,20.840506,3.3499413,1.8586202600339248e-96,8.062235253805585e-94
7,BCL11B,20.495531,1.9728457,2.360008531462724e-93,9.490675975588534e-91
7,SIRPG,20.488832,3.0276732,2.7080701005158247e-93,1.0778119000052983e-90
7,DUSP16,20.454124,2.234177,5.520362925831336e-93,2.1746850113739237e-90
7,SKAP1,20.376883,1.6274543,2.6820495762287838e-92,1.0458909690897821e-89
7,RTKN2,20.144918,3.9258575,2.9819638439709485e-90,1.075903702433107e-87
7,LCP2,20.086744,1.9140507,9.63791235381814e-90,3.413589397536726e-87
7,CRYBG1,20.020296,1.7732253,3.6653329575826995e-89,1.2748094068507901e-86
7,SGPP2,19.987148,2.920719,7.12534310808662e-89,2.4343450976176284e-86
7,NCALD,19.827253,4.533415,1.7324737199980748e-87,5.815989602977885e-85
7,TRBC2,19.739906,1.6306883,9.795823347117896e-87,3.151479634490279e-84
7,CD96,19.736012,1.9477018,1.0580687005048557e-86,3.375851260470286e-84
7,PAM,19.731989,2.6982884,1.145725416989347e-86,3.625563561335306e-84
7,SOD1,19.703632,1.0840526,2.006926434144303e-86,6.299138367201216e-84
7,ZC3H7A,19.682915,1.4842403,3.021188797167242e-86,9.330881176275084e-84
7,INPP4B,19.649616,1.7927974,5.8252492081173524e-86,1.7848378645125278e-83
7,CFLAR,19.638721,1.4837527,7.219256881272904e-86,2.1945404028222187e-83
7,IL32,19.612513,2.4349532,1.2091027299031614e-85,3.618497673693136e-83
7,PPP2R5C,19.584494,1.1502753,2.0967928500897858e-85,6.226829597735867e-83
7,RGS1,19.327986,2.0340688,3.123736469396536e-83,9.06729098778366e-81
7,SPOCK2,19.085627,1.3865029,3.32463931782103e-81,9.368687992978006e-79
7,TNFSF8,19.059982,2.1353493,5.4293297021303e-81,1.5079474998592977e-78
7,GBP2,18.817547,1.7716451,5.42376924308687e-79,1.4850357120468914e-76
7,MSI2,18.71026,1.4125199,4.083787590151288e-78,1.1102725613054974e-75
7,TSPYL2,18.708233,1.3086255,4.242056402662114e-78,1.1452365697984167e-75
7,NIBAN1,18.678038,3.2527716,7.471498223237033e-78,2.0030879194881173e-75
7,ENSG00000241490,18.469852,2.3392656,3.610747282928091e-76,9.293100640314791e-74
7,CELF2,18.345839,0.99098504,3.563802894464249e-75,8.934037308031611e-73
7,SLFN5,18.284718,1.7125517,1.0952782747271141e-74,2.693268348669743e-72
7,ARHGEF3,18.072653,1.5899574,5.2336420465184305e-73,1.2395704591895124e-70
7,CD4,18.033876,2.618073,1.05621373207474e-72,2.4712840812410552e-70
7,STAT3,17.982172,1.0467777,2.687545572115388e-72,6.250324358860644e-70
7,LRRC8D,17.932592,2.1735106,6.564573715100039e-72,1.508523409792572e-69
7,CCSER2,17.85617,1.4478986,2.587961166686847e-71,5.808769116343745e-69
7,PCNX2,17.71673,1.8136774,3.11504658366251e-70,6.8719707662214205e-68
7,SAMHD1,17.666359,1.7787396,7.615633013257059e-70,1.6610685203943618e-67
7,CYTOR,17.623545,2.5285544,1.624956858423326e-69,3.48517135979394e-67
7,GAPDH,17.564142,1.0926478,4.636540138880907e-69,9.83506970338661e-67
7,STK39,17.563742,1.7819211,4.669276164837958e-69,9.850386645887114e-67
7,AAK1,17.546852,1.4540433,6.286969277013917e-69,1.3191018255891262e-66
7,MIR3142HG,17.519308,3.6751409,1.0205816743188306e-68,2.1183105440189663e-66
7,HLA-A,17.406334,0.664946,7.3866283533000204e-68,1.5008851274078977e-65
7,LINC00649,17.356325,2.7991793,1.7667883398183266e-67,3.5525328461992875e-65
8,INPP5A,29.021795,2.3397884,3.493517923194636e-185,1.3487075294285212e-180
8,LY9,28.915033,2.7406576,7.727200172343881e-184,1.4915814492675392e-179
8,CYRIA,26.795256,2.5834694,3.670041805246006e-158,4.722854464444244e-154
8,CCSER1,25.016087,2.5778868,4.0859359999487577e-138,3.9435411303505432e-134
8,TNFRSF13B,24.749022,2.945807,3.1763424260842124e-135,2.4525175140281423e-131
8,EBF1,23.90702,2.2336845,2.5887767793830243e-126,1.6657052724143508e-122
8,MAST4,23.742125,2.7472694,1.3251026444260388e-124,7.308130384387379e-121
8,ARHGAP24,23.71296,2.2239954,2.6504486629089587e-124,1.2790402635032908e-120
8,TNFSF9,23.214945,2.6487234,3.2167695916408674e-119,1.3798511872765258e-115
8,CXCR5,23.07889,2.1618314,7.544883558668668e-118,2.912777746659626e-114
8,PLEKHG1,22.678589,1.9441359,7.288837515251262e-114,2.5581169192162745e-110
8,HERPUD1,22.345919,1.4770784,1.3230115666484614e-110,4.256348711835875e-107
8,BANK1,22.072693,2.3827436,5.78412289979782e-108,1.717706528227651e-104
8,MANBA,22.010933,1.8322283,2.262863118463495e-107,6.240006682242978e-104
8,GNG7,21.933226,1.6936481,1.2522854102455061e-106,3.223048703195867e-103
8,COL4A3,21.808203,2.79682,1.939492207240973e-105,4.397316119726704e-102
8,TRAF3,21.656271,1.4031923,5.304673327182278e-104,1.077853781416837e-100
8,LINC01857,21.472446,2.4845169,2.817873072917699e-102,5.439340392653035e-99
8,KDM4B,21.133701,1.4634659,3.897659243286401e-99,7.165382511729276e-96
8,CR1,20.635708,1.9700289,1.3120806030906462e-94,2.3024628983144313e-91
8,RPS11,19.872194,0.5864154,7.08378700274222e-88,1.1890290479472442e-84
8,GNA13,19.808043,1.2061774,2.5376145339824343e-87,4.0819644457885776e-84
8,AUTS2,19.761341,1.7821375,6.4080408376739885e-87,9.89555298316968e-84
8,DDX21,19.713419,1.1322061,1.654045753973841e-86,2.456003476073619e-83
8,PIKFYVE,19.701012,1.5153718,2.113532285079719e-86,3.0220380517699125e-83
8,PARVB,19.407553,1.6997185,6.662631067920792e-84,8.573917833605002e-81
8,SMIM14,19.169857,1.6639588,6.60892476739074e-82,8.230456437738288e-79
8,RALGPS2,19.159567,1.551091,8.054045230086067e-82,9.71670219227196e-79
8,MARCKS,18.854338,1.6879139,2.707090257334673e-79,3.0738213669018355e-76
8,CD79A,18.803394,1.7213707,7.083389333153047e-79,7.813180817020187e-76
8,PPFIBP2,18.721659,2.375978,3.297198928866367e-78,3.5358794957726375e-75
8,VPS37B,18.706884,1.2225633,4.350830120197403e-78,4.53967966541462e-75
8,CYBB,18.641582,1.5118277,1.478013349939341e-77,1.5015837733620577e-74
8,CYBA,18.626406,1.0179292,1.962673674326683e-77,1.894274496776398e-74
8,OSBPL10,18.587336,1.6248478,4.068892621259384e-77,3.831308988691214e-74
8,LY86,18.579344,1.500398,4.722523264060724e-77,4.340898407912579e-74
8,CCDC107,18.455963,1.6525582,4.6695905389943224e-76,4.0971411897367e-73
8,TNFRSF13C,18.318132,1.4075638,5.931374206709343e-75,4.872056013281296e-72
8,TBC1D9,18.308062,1.9109647,7.136511256313186e-75,5.73983653252556e-72
8,PRDM4,18.284027,1.4475012,1.109264448850787e-74,8.739645573945608e-72
8,LPCAT1,18.228811,1.8238847,3.048721676720567e-74,2.353978981029484e-71
8,MAP3K8,18.195053,1.4166918,5.64852158929827e-74,4.27582008777351e-71
8,SMAD3,18.159893,1.3156874,1.0723506111138048e-73,7.961378402434527e-71
8,FARP2,18.00048,1.5981963,1.9313837681821949e-72,1.4068490897064495e-69
8,PARP15,17.90123,1.3076578,1.1534463933348083e-71,8.246287307608076e-69
8,RHEX,17.869783,1.6434451,2.02777723305709e-71,1.4233521428982184e-68
8,JAM3,17.822163,1.6846465,4.756244699218273e-71,3.2213961904915904e-68
8,PRDM2,17.811438,0.93992174,5.761020090315784e-71,3.834654165633296e-68
8,RAPGEF1,17.75886,1.3371702,1.4719530354049456e-70,9.631562522854802e-68
8,CCDC50,17.754036,1.4447252,1.6039927590132867e-70,1.0320624075744491e-67
8,CD70,17.695448,2.8791468,4.546089665639194e-70,2.8771530759289626e-67
8,FNBP1,17.644253,0.88044035,1.1265439879363107e-69,7.014735031978905e-67
8,SNED1,17.443419,1.8349832,3.862676275441126e-68,2.367023496661589e-65
8,RGS2,17.384993,1.3090945,1.0719974461510548e-67,6.466489594704316e-65
8,JADE3,17.342226,1.7507879,2.258222022103323e-67,1.3412449136203214e-64
8,PCBP3,17.304028,1.8930295,4.386182245632839e-67,2.5656507844682027e-64
8,SPIB,17.285807,1.7124064,6.017313359025471e-67,3.4162411696843726e-64
8,SEMA7A,17.282227,1.6321756,6.40269404753422e-67,3.5823537159290735e-64
8,EEF2,17.21068,0.58270526,2.2082400959453298e-66,1.2007227766769776e-63
8,CD83,17.108143,1.6724807,1.2905066435962721e-65,6.919624928149678e-63
8,RAB11FIP1,17.037994,1.1986456,4.291953555595731e-65,2.2697966981825864e-62
8,NR4A3,17.028515,1.4404956,5.046913616931754e-65,2.6329884742603684e-62
8,GPR183,16.986816,1.3197243,1.0282033494981147e-64,5.292642468096562e-62
8,BCL11A,16.981356,1.3894944,1.1284745249288699e-64,5.732353619658414e-62
8,CDKN1A,16.867443,1.2061765,7.810603875974701e-64,3.8169135852642944e-61
8,TENT5C,16.835375,1.0821897,1.3433686565039742e-63,6.482761294124054e-61
8,RIPK2,16.802692,1.440283,2.332140490959644e-63,1.1115384665924446e-60
8,BLK,16.787807,1.2798272,2.997176808894211e-63,1.4110854620020719e-60
8,COBLL1,16.72079,1.3880935,9.248354340167832e-63,4.222176551862993e-60
8,ZNF141,16.720484,1.6351036,9.296094050364048e-63,4.222176551862993e-60
8,LPIN1,16.588049,1.260212,8.503727295393776e-62,3.7306238177951375e-59
8,PRKCB,16.549671,0.95690787,1.6097801052346558e-61,6.982828173335857e-59
8,SEL1L3,16.545816,1.3008628,1.716216408751626e-61,7.361805630696141e-59
8,CHPT1,16.537155,1.2934358,1.981644893858959e-61,8.406965139815272e-59
8,CD82,16.493994,1.3837562,4.052593176540979e-61,1.7005914366689242e-58
8,SNX25,16.487982,1.2133632,4.476506835908002e-61,1.858279816204993e-58
8,EZR,16.454813,0.7610662,7.74611855387242e-61,3.181347371178709e-58
8,EEF1G,16.367191,0.5303669,3.280035718539432e-60,1.292133254591156e-57
8,RPL13A,16.352936,0.42258054,4.145189301805027e-60,1.6164563453079283e-57
8,VPREB3,16.314196,1.3732861,7.822954687218259e-60,3.020129886547481e-57
8,SLBP,16.289099,1.1992227,1.1795533847306488e-59,4.5086968288031114e-57
8,CD24,16.265017,1.3360922,1.7482196900799623e-59,6.552598966526896e-57
8,NAPSB,16.255442,1.4604135,2.043923088148832e-59,7.587278340487865e-57
8,CDK14,16.21534,1.2968174,3.9289673234573045e-59,1.4309595517867237e-56
8,BACH1,16.185278,1.1317935,6.405972387977091e-59,2.311298785142463e-56
8,EIF2AK3,16.18166,1.3697098,6.793877673793744e-59,2.4285596432822344e-56
8,SLC25A6,16.146482,0.77488816,1.2022336028869506e-58,4.258112887436111e-56
8,HES1,16.14152,1.8281391,1.3029514622763274e-58,4.572885832058172e-56
8,TNS3,16.04972,2.0477571,5.742229443125079e-58,1.979325981082918e-55
8,ELL2,16.01342,0.9664081,1.0299082228040223e-57,3.487775162243166e-55
8,RPL27A,15.987882,0.4744739,1.5522093986140257e-57,5.210834438512442e-55
8,ANKRD13A,15.957111,1.1625593,2.5422884076917203e-57,8.460998816150565e-55
8,NAMPT,15.9509115,0.9890183,2.8076819390210037e-57,9.264390507508108e-55
8,WDFY4,15.884997,1.2384387,8.05014189550805e-57,2.5898648168165314e-54
8,RPL8,15.855187,0.48217803,1.2944142877932451e-56,4.129930412772399e-54
8,LINC01781,15.845636,2.589813,1.506888263215074e-56,4.7684367450558315e-54
8,BASP1,15.800901,1.3041118,3.067013120261636e-56,9.626431587058595e-54
8,AP1S3,15.78766,1.64564,3.7835753361319283e-56,1.1779734631186228e-53
8,ATP1B3,15.787125,1.2941184,3.8157956173630913e-56,1.178500844831356e-53
8,EMILIN2,15.678875,1.8264315,2.109565165090702e-55,6.412745886889106e-53
9,KLRK1,30.002707,4.578896,9.04732620206706e-198,3.492810753570009e-193
9,CD8A,29.190327,5.277391,2.5729537662572163e-187,4.966572655006305e-183
9,LINC02446,27.874735,7.254843,5.402227930104906e-171,6.951947048987667e-167
9,NELL2,27.84736,3.8718367,1.1593902365784566e-170,1.1189854868336973e-166
9,PDE3B,27.455256,3.2325253,6.013146281476827e-166,4.642870506853889e-162
9,CD8B,27.323347,5.361967,2.239966706360823e-164,1.4412692444294323e-160
9,NDFIP1,25.301256,2.41769,3.094213581899572e-141,1.493190119285186e-137
9,APBA2,25.251774,3.1904414,1.0828690720073665e-140,4.645027043768488e-137
9,OXNAD1,24.07305,2.432582,4.789632248034985e-128,1.8490854256763867e-124
9,MGAT4A,24.019396,2.3679376,1.744108827825971e-127,6.121187764277221e-124
9,LEPROTL1,23.949804,2.2232323,9.283605605597995e-127,2.9866906500809686e-123
9,LEF1,23.691345,2.5272515,4.4280674996621795e-124,1.3149997991689084e-120
9,THEMIS,23.503832,2.7409697,3.726908876174824e-122,1.0277217433828948e-118
9,CAMK4,22.724262,2.5451186,2.579208886398055e-114,6.6381958845522205e-111
9,PITPNC1,22.647015,2.2738466,1.4928900804650676e-113,3.60215715290215e-110
9,RGS10,22.399376,2.0200233,3.9912183778040374e-111,9.063822158441334e-108
9,STAT4,22.344368,2.5286255,1.3696980785204306e-110,2.9376980010755414e-107
9,DOCK10,22.24349,1.7204013,1.3040854017280416e-109,2.64976426416383e-106
9,IL7R,22.165066,3.4120295,7.466199416105639e-109,1.4412004732908717e-105
9,ATP8A1,22.128304,2.0061848,1.6880771742280527e-108,3.1033289232499145e-105
9,SATB1,22.036303,2.0504076,1.2927124164003423e-107,2.2684752521614367e-104
9,TOB1,21.936272,1.9537101,1.1711958367724647e-106,1.965877672801642e-103
9,CNOT6L,21.917686,1.8004873,1.7619031441066048e-106,2.834168032557483e-103
9,SLC16A10,21.850082,2.540328,7.759311787447682e-106,1.198223963464821e-102
9,ABLIM1,21.704697,2.1200755,1.8524439318230455e-104,2.7505942473830958e-101
9,RGCC,21.42636,2.3913784,7.588895740157313e-102,1.0850996627574565e-98
9,PRKCH,21.383848,2.1772983,1.888950573598536e-101,2.6044580658694674e-98
9,PSMA1,21.312223,1.8922355,8.74412938079748e-101,1.164054685776095e-97
9,CD96,21.282639,2.261084,1.6442307333626156e-100,2.1159057230732379e-97
9,CD3E,21.244871,2.14582,3.677149905118782e-100,4.579356427000507e-97
9,BCL11B,21.12611,2.3876607,4.577398233012797e-99,5.522344880740376e-96
9,TRABD2A,20.895435,2.3478906,5.891715925863835e-97,6.147448244159438e-94
9,FAM177A1,20.888027,1.7932479,6.880252518926144e-97,6.989974440675334e-94
9,TNFAIP3,20.82383,2.1482913,2.6327974178051632e-96,2.606199413122721e-93
9,CD7,20.810413,2.22916,3.4832299603674573e-96,3.361839396248652e-93
9,PCSK5,20.339375,2.6072896,5.766057258150798e-92,4.73626396825893e-89
9,YES1,20.237497,2.5273385,4.578326624019122e-91,3.6071607683037187e-88
9,NUCB2,20.215267,2.3429158,7.185659627522341e-91,5.54819151160255e-88
9,HIPK1,20.157976,1.7767138,2.290603705477368e-90,1.733942091248221e-87
9,CD55,20.126064,1.3144158,4.363009378085996e-90,3.239198847122845e-87
9,PRKCA,20.029848,1.9934136,3.0258346883208976e-89,2.2040636599493694e-86
9,SYTL3,19.993132,2.1678302,6.3202871928677e-89,4.5185371734787115e-86
9,CD3D,19.92542,1.9727257,2.449791624639634e-88,1.6592395694883812e-85
9,DIP2A,19.775043,2.0665743,4.884153165045279e-87,3.1958918150803056e-84
9,CRTAM,19.445513,3.7470531,3.1808277241159587e-84,1.9806295986648502e-81
9,MRPL1,19.326084,2.2830734,3.241089724072946e-83,1.9250078444240025e-80
9,SERINC5,19.324041,1.7203784,3.3718540784096606e-83,1.9723302810770207e-80
9,PRKCQ-AS1,19.277191,2.1369154,8.349011138616771e-83,4.810774985334912e-80
9,ABTB3,19.109903,2.9187446,2.088590033757189e-81,1.1356634766652119e-78
9,ACTN1,19.06847,2.53223,4.616102107235297e-81,2.441222437697615e-78
9,TESPA1,18.941713,2.114816,5.16865053646578e-80,2.591440553386986e-77
9,RPS12,18.91081,0.6354634,9.291912927454542e-80,4.599020390734744e-77
9,CD6,18.847458,1.7973012,3.083036522815276e-79,1.5066292151874244e-76
9,AAK1,18.808754,1.7957252,6.402497437426189e-79,3.0896852008659435e-76
9,RNF125,18.733047,2.1894789,2.6622847107905325e-78,1.2688909079602383e-75
9,RPS14,18.71769,0.62888056,3.552309030249067e-78,1.6724444197779937e-75
9,SNRK,18.629307,1.5107298,1.8591402865713162e-77,8.345810453880493e-75
9,RPS3A,18.547068,0.52233934,8.612420529881244e-77,3.778308033824946e-74
9,RALGAPA1,18.377363,1.3549653,1.9942682339678988e-75,8.460518619842274e-73
9,TMSB10,18.326563,0.83744603,5.080036796802372e-75,2.1317380497538302e-72
9,PRMT2,18.24418,1.6821815,2.301609818011356e-74,9.554403078940475e-72
9,PABPC1,18.18147,0.61271745,7.236585869239728e-74,2.9101628548736346e-71
9,SMCHD1,18.095354,1.2687415,3.467102814944234e-73,1.3799069203478052e-70
9,CD247,18.042217,1.7481257,9.082458513034832e-73,3.5417918520628564e-70
9,LYPD3,18.014309,2.552586,1.5044975554240042e-72,5.80826326246991e-70
9,SARAF,18.013222,0.90383977,1.5343532705529848e-72,5.864875481482033e-70
9,FYB1,17.982058,1.9955021,2.6930990403252237e-72,1.009415354862093e-69
9,ZEB1,17.904497,1.5983641,1.0877236442950996e-71,3.9993008582530113e-69
9,HCST,17.757578,1.6628836,1.505940762625982e-70,5.383180470549876e-68
9,SPOCK2,17.754894,1.4518979,1.579659987321784e-70,5.594894813811449e-68
9,TGFBR2,17.742317,1.3727598,1.9761452193792755e-70,6.9355511217596645e-68
9,LDHB,17.721075,1.2774775,2.883467800172725e-70,1.0028752963375516e-67
9,ITK,17.685661,1.8046745,5.408369124297554e-70,1.8642455215413517e-67
9,INPP4A,17.571768,1.923752,4.053480349128347e-69,1.3375099346875978e-66
9,NOSIP,17.553234,1.5751266,5.61866394799906e-69,1.8228079023231236e-66
9,TCF7,17.515867,1.6198584,1.084201435909761e-68,3.4308754618632975e-66
9,SCML1,17.367514,1.7590411,1.4539227239834069e-67,4.490411254568272e-65
9,PDCD4,17.356781,1.1528673,1.7528034843921557e-67,5.370534231622505e-65
9,PTGER4,17.35185,1.6812572,1.90988909078834e-67,5.8057620660609965e-65
9,TXK,17.294598,1.7827846,5.166296907146945e-67,1.558203581229023e-64
9,CHD2,17.289713,0.9747941,5.623229585496952e-67,1.682871328509266e-64
9,CTSW,17.274862,2.9993265,7.274771798457867e-67,2.1518561483283956e-64
9,RORA,17.21127,1.6742762,2.1858666256874215e-66,6.34492984596155e-64
9,TPT1,17.206848,0.5019999,2.3592746379631904e-66,6.797175871134845e-64
9,USP3,17.161139,1.3162452,5.188726814929057e-66,1.462160492095994e-63
9,AOAH,17.117521,2.6223285,1.0985357523035898e-65,3.0731935690893034e-63
9,MLLT3,17.019281,1.7453456,5.909157348259256e-65,1.6294923470492632e-62
9,RPL14,16.900646,0.5534211,4.450073210960453e-64,1.1848243198782015e-61
9,TNIK,16.683832,1.6162366,1.7183408278782348e-62,4.452232617521284e-60
9,RPS13,16.58715,0.49830386,8.63184480749419e-62,2.1923750041981623e-59
9,ITGA6,16.516668,1.7258446,2.783532649126818e-61,7.0235987877248335e-59
9,YPEL5,16.503342,1.0292525,3.4713378977031256e-61,8.702238368748498e-59
9,CERS6,16.448683,1.4694687,8.571277279772752e-61,2.1076607048592792e-58
9,ID2,16.353588,1.6158969,4.101016620949099e-60,9.957474696123327e-58
9,SRGN,16.281199,1.4724563,1.3421474148530988e-59,3.2183194470694865e-57
9,ETS1,16.239017,1.1169909,2.6716847465710324e-59,6.366855637414894e-57
9,CASS4,16.192575,2.1717262,5.689597855273823e-59,1.3393452121993976e-56
9,RETREG1,16.039541,1.7768822,6.765194351477114e-58,1.5546255543638421e-55
9,CD3G,16.0347,1.6279782,7.313445205956569e-58,1.6706678439121853e-55
9,SCML4,15.842642,1.6812698,1.5803990883754458e-56,3.506487770449567e-54
10,MS4A1,25.932346,2.8090363,2.876444106870035e-148,1.1104800118982458e-143
10,CD79B,23.523346,2.4390123,2.3535082471336027e-122,4.542976969441993e-118
10,MARCHF1,21.959372,2.4763324,7.046800182629916e-107,4.53414613084351e-103
10,PAX5,21.483252,2.2080977,2.2331149023079438e-102,1.2315947702642926e-98
10,BANK1,21.191628,2.5165741,1.1408323241554034e-99,5.505371588292938e-96
10,BLK,20.551355,1.9938662,7.484402964874111e-94,3.2104762317992213e-90
10,FCHSD2,20.314024,1.7171627,9.665023081750266e-92,3.3920716463095526e-88
10,SP100,20.105522,1.2627367,6.60208482677591e-90,1.960616052480852e-86
10,BLNK,19.563818,2.0422845,3.146146360543075e-85,7.591257899695373e-82
10,PIK3AP1,19.408628,1.888154,6.524534370878483e-84,1.3502987600868854e-80
10,CD22,19.280985,1.8990891,7.758543662036317e-83,1.3614833482571546e-79
